Key,japanese
GreenteamPositiveFactionSchematic,和訳準備中:GreenteamPositiveFactionSchematic
GreenteamPositiveFactionSchematicDesc,和訳準備中:GreenteamPositiveFactionSchematicDesc
grilledYuccaDesc,和訳準備中:grilledYuccaDesc
growingLight,栽培用ライト
growingLightDesc,和訳準備中:growingLightDesc
gunAR15Desc,AR-15マシンガンは7.62mm弾を使用します。
gunBowFailnot,[DECEA3]百発百中[-]
gunBowFailnotDesc,和訳準備中:gunBowFailnotDesc
gunCoilpistolDesc,和訳準備中:gunCoilpistolDesc
gunCoilRifleDesc,和訳準備中:gunCoilRifleDesc
gunCoilSniperDesc,和訳準備中:gunCoilSniperDesc
gunCombatShotgunDesc,和訳準備中:gunCombatShotgunDesc
gunM4A1Desc,和訳準備中:gunM4A1Desc
gunMGT2TacticalAR,AR15セミオートライフル
gunP225Desc,和訳準備中:gunP225Desc
gunSpecialArcGun,アークガン
gunSpecialArcGunDesc,和訳準備中:gunSpecialArcGunDesc
gunWinchesterRifleDesc,和訳準備中:gunWinchesterRifleDesc
hoeScrapDesc,和訳準備中:hoeScrapDesc
HollowPointTipDesc,和訳準備中:HollowPointTipDesc
House_Door_2_v1(Unlocked),ドア(アンロック)
House_Door_2_v2(Unlocked),ドア(アンロック)
House_Door_2_v3(Unlocked),ドア(アンロック)
House_Door_v1(Unlocked),ドア(アンロック)
House_Door_v2(Unlocked),ドア(アンロック)
House_Door_v3(Unlocked),ドア(アンロック)
houseFrontDoor1_v1_locked,玄関ドア(施錠済)
houseFrontDoor1_v2_locked,玄関ドア(施錠済)
houseFrontDoor1_v3_locked,玄関ドア(施錠済)
houseFrontDoor2_v1_locked,玄関ドア(施錠済)
houseFrontDoor2_v2_locked,玄関ドア(施錠済)
houseFrontDoor2_v3_locked,玄関ドア(施錠済)
hunterClassRewardBundle,クラス報酬:ハンター
inkDesc,和訳準備中:inkDesc
invisibleRecipesForRepairCost,戦利品対象(クラフト不可)
irrigationPipeCapEmpty,灌漑用パイプ(キャップ)
irrigationPipeCapFull,灌漑用パイプ(キャップ、フル)
irrigationPipeCornerEmpty,灌漑用パイプ(コーナー)
irrigationPipeCornerFull,灌漑用パイプ(コーナー、フル)
irrigationPipeJointEmpty,灌漑用パイプ(T字ジョイント)
irrigationPipeJointFull,灌漑用パイプ(T字型、フルタイプ)
irrigationPipeStraightEmpty,灌漑用パイプ(ストレート)
irrigationPipeStraightFull,灌漑用パイプ(ストレート、フル)
irrigationPumpEmpty,灌漑用ポンプ
irrigationPumpEmptyDesc,和訳準備中:irrigationPumpEmptyDesc
irrigationPumpFull,灌水ポンプ(フル）
irrigationPumpFullDesc,和訳準備中:irrigationPumpFullDesc
irrigationSystemEmptyDesc,和訳準備中:irrigationSystemEmptyDesc
irrigationSystemFullDesc,和訳準備中:irrigationSystemFullDesc
jerkyDesc,高品質食事とスタミナボーナス付き！
KagesBookDesc,和訳準備中:KagesBookDesc
KeycardDesc,和訳準備中:KeycardDesc
KhainesPatreonFund,[DECEA3]Khaine'sメンバーシップ資金[-]
KhainesPatreonFundDesc,和訳準備中:KhainesPatreonFundDesc
LaserPistolDesc,和訳準備中:LaserPistolDesc
laserSwordDesc,和訳準備中:laserSwordDesc
latheDesc,和訳準備中:latheDesc
legendaryZombieBiker,ゾンビバイカー(強化)
legendaryZombieLab,研究員(強化)
loadingTipScoreSigns,和訳準備中:loadingTipScoreSigns
loadingTipScoreSigns_title,和訳準備中:loadingTipScoreSigns_title
MandPDesc,和訳準備中:MandPDesc
marmaladeToastDesc,和訳準備中:marmaladeToastDesc
MasteryBookDesc,和訳準備中:MasteryBookDesc
meatBolognaiseDesc,和訳準備中:meatBolognaiseDesc
mechanicClassRewardBundle,クラス報酬:メカニック
MechFactionSchematic,和訳準備中:MechFactionSchematic
MechFactionSchematicDesc,和訳準備中:MechFactionSchematicDesc
MechNegativeFactionSchematic,和訳準備中:MechNegativeFactionSchematic
MechNegativeFactionSchematicDesc,和訳準備中:MechNegativeFactionSchematicDesc
MechPositiveFactionSchematic,和訳準備中:MechPositiveFactionSchematic
MechPositiveFactionSchematicDesc,和訳準備中:MechPositiveFactionSchematicDesc
medicalBloodDrawKit,採血キット
medicalBloodDrawKitDesc,和訳準備中:medicalBloodDrawKitDesc
medicalBundleGroupDesc,和訳準備中:medicalBundleGroupDesc
medicalPlasterCastDesc,添木よりも早く骨折した腕や脚を回復させますが、さらなる負傷からは守ってくれません。\n他のプレイヤーを手当するには第二アクションを使用しましょう。
medicalSplintDesc,骨折した腕や脚を回復させますが、さらなる負傷からは守ってくれません。\n他のプレイヤーを手当するには第二アクションを使用しましょう。
MeetingDoctorAnna,クエスト-ドクター・アンナと会う
MeetingEve,クエスト-イヴの紹介
meleeGolfClub,ゴルフクラブ
meleeGolfClubDesc,和訳準備中:meleeGolfClubDesc
meleeToolAugerSchematicDesc,和訳準備中:meleeToolAugerSchematicDesc
meleeToolChainsawSchematicDesc,和訳準備中:meleeToolChainsawSchematicDesc
meleeToolFarmT1IronHoe,園芸クワ
meleeToolHoeIronDesc,和訳準備中:meleeToolHoeIronDesc
meleeToolSledgehammerSchematic,設計図「スレッジハンマー」
meleeToolSledgehammerSchematicDesc,和訳準備中:meleeToolSledgehammerSchematicDesc
meleeWpnBatonT1JunkBaton,ジャンクバトン
meleeWpnBatonT1JunkBatonDesc,ジャンク品から作られたハイテクガジェットです。
meleeWpnBatonT3PlasmaBatonDesc,高度な科学を利用して作られたハイテクガジェットです。
meleeWpnFlamethrower,火炎放射器
meleeWpnFlamethrowerDesc,和訳準備中:meleeWpnFlamethrowerDesc
miningTip,オイルシェール以外のすべての鉱石は、全生物群系のあらゆる深度の地層から発見されます。その鉱石とは鉄、鉛、石炭、硝石を指します。\n砂漠は特殊で、オイルシェールが見つかりますが石炭はありません。\n\n鉱石の堆積物は、鉱脈が地表に近い場所でしばしば発見されます。鉱脈を見つけるには、横方向でなく真っすぐ下に掘り進みましょう。\n粘土層はほぼすべての場所から採取可能です。
mmGoLandClaimCount,土地主張ブロック配置数
mmGoMaxAnimals,最大動物数
mmGoMaxZombies,最大ゾンビ数
modAblativeArmor,MOD:アブレーティブ装甲
modAblativeArmorDesc,和訳準備中:modAblativeArmorDesc
modArmorAdvancedMuffledConnectorsDesc,アーマーから発生するノイズを大幅に削減します。
modArmorBandolierDesc,リロードが15%早くなる。\n効果は蓄積されないが、胸や脚の鎧に付与することができる。
modArmorCoolingMeshAdv,MOD:クールメッシュ(高度)
modArmorCoolingMeshAdvDesc,和訳準備中:modArmorCoolingMeshAdvDesc
modArmorCoolingMeshDesc,アーマーを改造することで過酷な暑さに対抗する断熱効果が得られます。
modArmorCustomizedFittingsDesc,アーマーによる動作やスタミナへのペナルティを大幅に削減します。
modArmorDoubleStoragePocket,MOD:アーマーダブルポケット
modArmorDoubleStoragePocketDesc,アーマーにこの改造を施すと、動作を阻害するペナルティが2削減されます。
modArmorHelmetLightDesc,どんなヘッドアーマーにでも装着できる光源です。光源アクション（F）から作動させます。
modArmorImpactBracingDesc,落下ダメージを軽減します。
modArmorImprovedFittingsDesc,アーマーによる動作やスタミナへのペナルティを軽減します。
modArmorInsulatedLinerAdv,MOD:断熱ライナー(高度)
modArmorInsulatedLinerAdvDesc,和訳準備中:modArmorInsulatedLinerAdvDesc
modArmorInsulatedLinerDesc,このアーマー用改造パーツで寒さに対する断熱効果が得られます。
modArmorMuffledConnectorsDesc,アーマーから発生するノイズを削減します。
modArmorNightvisionGoggles,MOD:暗視ゴーグル
modArmorNightvisionGogglesDesc,和訳準備中:modArmorNightvisionGogglesDesc
modArmorPlatingBasicDesc,アーマープレートを追加することでアーマーレーティングを向上させることができます。どんなアーマーにでも装着可能です。
modArmorPlatingReinforcedDesc,和訳準備中:modArmorPlatingReinforcedDesc
modArmorSpikes,MOD:アーマースパイク
modArmorSpikesDesc,和訳準備中:modArmorSpikesDesc
modArmorStoragePocket,MOD:アーマーポケット
modArmorStoragePocketDesc,アーマーにこの改造を施すと、動作を阻害するペナルティが1削減されます。
modArmorTacRiggingAdvanced,MOD:戦術リギング(高度)
modArmorTacRiggingAdvancedDesc,和訳準備中:modArmorTacRiggingAdvancedDesc
modArmorTacRiggingBasic,MOD:戦術リギング
modArmorTacRiggingBasicDesc,和訳準備中:modArmorTacRiggingBasicDesc
modArmorTacRiggingInt,MOD:戦術リギング
modArmorTacRiggingIntDesc,和訳準備中:modArmorTacRiggingIntDesc
modArmorTripleStoragePocket,MOD:アーマートリプルポケット
modArmorTripleStoragePocketDesc,アーマーにこの改造を施すと、動作を阻害するペナルティが3削減されます。
modArmorWaterPurifierDesc,ヘルメットに装着しておくと、水を飲む時に浄水してくれます。
modChainsawHighRPMMotor,MOD:高回転チェーンソーモーター
modChainsawHighRPMMotorDesc,和訳準備中:modChainsawHighRPMMotorDesc
modFuelTankLargeDesc,チェーンソーやオーガのタンクサイズを100%拡張します。
modFuelTankSmallDesc,チェーンソーやオーガのタンクサイズを50%拡張します。
modGlovesWatch,MOD:時計
modGunBarrelExtenderDesc,ダメージ、射程距離、命中精度が向上しますが、緊急時の武器の取り回しが難しくなります。
modGunBipodDesc,武器で照準を合わせるときの精度と扱いやすさが向上します。
modGunBowArrowRestDesc,アローレストによって弓矢の命中精度が改善されます。
modGunBowPolymerStringDesc,この改造で矢やボルトの飛翔速度と到達距離が向上します。
modGunBrassCatcher,MOD:真鍮キャッチャー
modGunBrassCatcherAdv,MOD:真鍮キャッチャー(高度)
modGunBrassCatcherAdvDesc,和訳準備中:modGunBrassCatcherAdvDesc
modGunBrassCatcherDesc,和訳準備中:modGunBrassCatcherDesc
modGunChokeDesc,ショットガンの弾の散開を縮小します。
modGunCrippleEmDesc,20%の確率で二足歩行のターゲットの足を歩行困難にします。
modGunDuckbillDesc,散弾の散開を通常の円形パターンから水平パターンに変更します。
modGunFlashlightDesc,あらゆる火器やクロスボウに装着できます。\n\nFを押すと作動します。Fを長押しすると複数のアイテムを作動させることができます。
modGunForegripDesc,緊急時や移動時の武器の扱いやすさや精度が向上します。
modGunLaserSightDesc,緊急時の発砲における照準が合わせやすくなり、精度が向上します。\nあらゆる火器やクロスボウに装着できます。\n\nFを押すと作動します。Fを長押しすると複数のアイテムを作動させることができます。
modGunMagazineExtenderAdv,MOD:弾倉拡張
modGunMagazineExtenderAdvDesc,和訳準備中:modGunMagazineExtenderAdvDesc
modGunMagazineExtenderDesc,弾倉容量が増加します。
modGunMeleeBlessedMetal,MOD:祝福金属
modGunMeleeBlessedMetalNewDesc,和訳準備中:modGunMeleeBlessedMetalNewDesc
modGunMeleeFeelTheHeat,MOD:フィール・ザ・ヒート
modGunMeleeFeelTheHeatDesc,和訳準備中:modGunMeleeFeelTheHeatDesc
modGunMeleeFlammableOil,MOD:可燃性オイル
modGunMeleeFlammableOilDesc,敵に火をつけることができます。
modGunMeleeLiquidNitrogen,MOD:液体窒素
modGunMeleeLiquidNitrogenDesc,一時的に敵を凍らせます。
modGunMeleeNiCdBattery,MOD:ニッカド電池
modGunMeleeNiCdBatteryDesc,武器をショッキングバージョンにグレードアップ。
modGunMeleeRadRemoverDesc,被爆したゾンビの回復能力を90秒間無効にします。
modGunMeleeShredderAmmo,MOD:アーマーシュレッダー弾
modGunMeleeShredderAmmoDesc,和訳準備中:modGunMeleeShredderAmmoDesc
modGunMeleeTheHunterDesc,すべての動物へのダメージが+25%。
modGunMuzzleBrakeDesc,推進用のガスを迂回させて反動を軽減します。
modGunRechargableBattery,MOD:充電式バッテリー
modGunRechargableBatteryDesc,和訳準備中:modGunRechargableBatteryDesc
modGunReflexSightDesc,この照準は、より素早い照準合わせを目的として考案されており、武器の扱いやすさが改善されます。
modGunRetractingStockDesc,接近戦における武器の取り回しが向上するため、移動時や緊急時の武器の扱いやすさが改善されます。
modGunRodAndSpring,MOD:ロッドスプリング交換
modGunRodAndSpringDesc,反動が増す代わりに発射速度を上昇させます。
modGunScopeLargeDesc,照準にとらえたターゲットを拡大して見ることができます。\nロングライフルに装着します。
modGunScopeMediumDesc,照準にとらえたターゲットを拡大して見ることができます。\nミディアムサイズの火器やクロスボウに装着します。
modGunScopeSmallDesc,照準にとらえたターゲットを拡大して見ることができます。\n小型の火器やクロスボウに装着します。
modGunShotgunTubeExtenderMagazine,MOD:チューブ拡張
modGunShotgunTubeExtenderMagazineDesc,ポンプアクション式ショットガンの弾倉容量が3個分増加します。
modGunSoundSuppressorSilencerDesc,サウンドサイレンサーは発砲音を大幅に削減しますが、射程距離やダメージは低下します。\n小口径の銃や速射率の低い銃との相性が抜群です。\nリボルバーでは使えません。
modGunTriggerGroupAutomaticDesc,引き金式の武器をフルオートでの発砲のみに改造します。\n速射率を向上させ、反動をわずかに増加させます。
modGunTriggerGroupBurst3Desc,引き金式の武器を3点バーストによる発砲に改造します。\n速射率を向上させ、反動をわずかに増加させます。
modGunTriggerGroupSemiDesc,引き金式の武器をセミオートでの発砲のみに改造します。\n速射率を向上させ、反動をわずかに増加させます。
modKnucklesBrokenGlass,MOD:割れたガラス
modKnucklesBrokenGlassDesc,和訳準備中:modKnucklesBrokenGlassDesc
modKnucklesExtraPadding,MOD:追加詰め物
modKnucklesExtraPaddingDesc,和訳準備中:modKnucklesExtraPaddingDesc
modMeleeBunkerBusterDesc,石に対するダメージが15%向上します。
modMeleeClubBarbedWireDesc,20%の確率で流血ダメージを与えます。パワーアタックの場合は40%。\n棍棒に装着可能です。
modMeleeClubBurningShaftDesc,近接用のアイテムが光源を兼ねるようになり、敵に火をつけることが可能になります。\n長いシャフトかブレードを持つ近接用ツールと武器に取り付けられます。
modMeleeClubMetalChainDesc,10%の確率で相手をノックダウンします。\n棍棒に装着可能です。
modMeleeClubMetalSpikesDesc,攻撃がヒットするたびに敵のアーマー率を20%下げます。\n棍棒に装着可能です。
modMeleeDiamondTipDesc,この変更によってあらゆるハンドツールやブレード武器の劣化が40%遅くなります。
modMeleeErgonomicGripDesc,近接戦闘時のスタミナ消費量を10%低減し、弓による武器の扱いやすさを10%向上させます。
modMeleeFiremansAxeModDesc,消防士の斧を改造します。ブロックに対するダメージが25%増加しますが、敵に対するダメージは25%低下します。
modMeleeFortifyingGripDesc,体力が50%を下回ると、体力が5秒おきに1回復します。
modMeleeGraveDiggerDesc,土に対するダメージが15%向上します。
modMeleeIronBreakerDesc,鉄に対するダメージが15%向上します。
modMeleeLaserBattery,MOD:レーザーバッテリー
modMeleeLaserBatteryDesc,和訳準備中:modMeleeLaserBatteryDesc
modMeleeSerratedBladeDesc,10%の確率で通常攻撃が出血性の傷を与えることがあります。
modMeleeStructuralBraceDesc,この変更によって近接武器やツールの劣化が25%遅くなります。
modMeleeStunBatonRepulsorDesc,この改造パーツをスタンバトンに取り付けて、チャージヒットでゾンビを吹き飛ばします。
modMeleeTemperedBladeDesc,このブレード改造によってブロックダメージが10%向上し、劣化が15%遅くなります。
modMeleeWeightedHeadDesc,近接武器やツール用の改造です。\n敵を気絶させたり動きを鈍らせる効果が追加されます。\n\nナイフやマチェーテには重りとなるヘッドがありません。
modMeleeWoodSplitterDesc,木に対するダメージが15%向上します。
modRadiationReadyBoots,MOD:耐放射線(ブーツ)
modRadiationReadyDesc,放射能からの保護を強化します。
modRadiationReadyGloves,MOD:耐放射線(グローブ)
modRadiationReadyHead,MOD:耐放射線(ヘルメット)
modRadiationReadyPants,MOD:耐放射線(パンツ)
modRadiationReadyVest,MOD:耐放射線(チェスト)
modShotgunSawedOffBarrelDesc,散弾の散開が拡大します。
modTobisBalancingAct,MOD:Tobi'sバランシング
modTobisBalancingActDesc,和訳準備中:modTobisBalancingActDesc
modTurretMeleePowerBlow,MOD:パワーブロー
modTurretMeleePowerBlowDesc,和訳準備中:modTurretMeleePowerBlowDesc
modXPNerf,MOD:採掘XPの削減
modXPNerfDesc,和訳準備中:modXPNerfDesc
musicbox_turnOff,ジュークボックス:OFFする
musicbox_turnOn,ジュークボックス:ONする
oilPumpDesc,和訳準備中:oilPumpDesc
OrangeDesc,和訳準備中:OrangeDesc
orangeJuiceDesc,和訳準備中:orangeJuiceDesc
orangeMarmaladeDesc,和訳準備中:orangeMarmaladeDesc
orangeTeaDesc,和訳準備中:orangeTeaDesc
oven,オーブン(利用可)
PandM,すり鉢とすりこぎ
paramedicKitDesc,和訳準備中:paramedicKitDesc
partsLaserDesc,和訳準備中:partsLaserDesc
partsLaserRifleGroupDesc,和訳準備中:partsLaserRifleGroupDesc
partsLPistolGroupDesc,和訳準備中:partsLPistolGroupDesc
PastaDesc,和訳準備中:PastaDesc
perkAcceleratedHealingDesc,自然治癒力を高め、骨折等の状態異常の治療確率が上昇します。
perkAcceleratedHealingName,自然治癒
perkAcceleratedHealingRank1Desc,医療属性ステータス効果: Tier1
perkAcceleratedHealingRank2Desc,医療属性ステータス効果: Tier2
perkAcceleratedHealingRank3Desc,医療属性ステータス効果: Tier3
perkAcceleratedHealingRank4Desc,医療属性ステータス効果: Tier4
perkAcceleratedHealingRank5Desc,医療属性ステータス効果: Tier5
perkAcceleratedHealingRank1LongDesc,負傷時2HP/秒、最大体力の50%まで回復する。(効果30秒)\n治療中は10%の確率で捻挫、骨折、出血を回復させる。
perkAcceleratedHealingRank2LongDesc,負傷時4HP/秒、最大体力の50%まで回復する。(効果30秒)\n治療中は20%の確率で捻挫、骨折、出血を回復させる。
perkAcceleratedHealingRank3LongDesc,負傷時6HP/秒、最大体力の50%まで回復する。(効果30秒)\n治療中は30%の確率で捻挫、骨折、出血を回復させる。
perkAcceleratedHealingRank4LongDesc,負傷時8HP/秒、最大体力の50%まで回復する。(効果30秒)\n治療中は40%の確率で捻挫、骨折、出血を回復させる。
perkAcceleratedHealingRank5LongDesc,負傷時10HP/秒、最大体力の50%まで回復する。(効果30秒)\n治療中は50%の確率で捻挫、骨折、出血を回復させる。
perkAdvancedEngineeringDesc,作業場、電気用品、トラップなどの高度なアイテムを作り出し、作業場でのクラフト時間を短縮します。
perkAdvancedEngineeringName,高度エンジニアリング
perkAdvancedEngineeringRank1Desc,クラフト属性ステータス効果: Tier1
perkAdvancedEngineeringRank1LongDesc,炉でのクラフト時間: -5%\nアンロック: マイニングヘルメット
perkAdvancedEngineeringRank2Desc,クラフト属性ステータス効果: Tier2
perkAdvancedEngineeringRank2LongDesc,作業台でのクラフト時間: -20%\nアンロック: 作業台、ダートトラップレシピ
perkAdvancedEngineeringRank3Desc,クラフト属性ステータス効果: Tier3
perkAdvancedEngineeringRank3LongDesc,電気トラップキルによるXP: +20%\nアンロック: 電気系アイテム
perkAdvancedEngineeringRank4Desc,クラフト属性ステータス効果: Tier4
perkAdvancedEngineeringRank4LongDesc,電気トラップキルによるXP: +35%\nアンロック: ショットガンタレット、ネイルガン、各種電動ドア
perkAdvancedEngineeringRank5Desc,クラフト属性ステータス効果: Tier5
perkAdvancedEngineeringRank5LongDesc,電気トラップキルによるXP: +50%\nアンロック: オートタレット、オーガー、チェーンソー
perkAdvancedForgeDesc,『高度鍛造炉』をアンロックします。
perkAdvancedForgeName,高度鍛造炉
perkAdvancedForgeRank1Desc,アンロック: 高度鍛造炉\n[DECEA3]アンロック要件[-]: プレイヤー Lv.50 + 労働者クラス未取得
perkAdvancedForgeRank1Title,アイテムアンロック:Tier1
perkAgility,素早さ
perkAgilityDesc,和訳準備中:perkAgilityDesc
perkAgilityName,属性:素早さ
perkAK47Desc,『AK-47』をアンロックします。
perkAK47Name,AK-47
perkAK47Rank1Desc,アンロック: AK-47、パーツ\n[DECEA3]アンロック要件[-]: 銃器工作 Lv.3
perkAK47Rank1Title,アイテムアンロック:Tier1
perkAmmoCraftingDesc,和訳準備中:perkAmmoCraftingDesc
perkAmmoCraftingName,弾薬
perkAmmoCraftingRank1Desc,アンロック: 9mm弾、ショットガン弾\n[DECEA3]アンロック条件[-]: 武器工作 Lv.1
perkAmmoCraftingRank1Title,レシピアンロック:Tier1
perkAmmoCraftingRank2Desc,アンロック: 7.62mm弾、.44マグナム弾、ショットガン\n[DECEA3]アンロック条件[-]: 武器工作 Lv.2
perkAmmoCraftingRank2Title,レシピアンロック:Tier2
perkAmmoCraftingRank3Desc,アンロック: 薬莢、AP弾\n[DECEA3]アンロック条件[-]: 武器工作 Lv.3
perkAmmoCraftingRank3Title,レシピアンロック:Tier3
perkAmmoCraftingRank4Desc,アンロック: HP弾\n[DECEA3]アンロック条件[-]: 武器工作 Lv.4
perkAmmoCraftingRank4Title,レシピアンロック:Tier4
perkAR15Name,AR15
perkAR15Rank1Desc,アンロック: AR15、パーツ\n[DECEA3]アンロック要件[-]: 銃器工作 Lv.2
perkAR15Rank1Title,レシピアンロック:Tier1
perkArmorSpecialistDesc,和訳準備中:perkArmorSpecialistDesc
perkArmorSpecialistName,アーマースペシャリスト
perkArmorSpecialistRank1Desc,アーマー属性ステータス効果: Tier1
perkArmorSpecialistRank1LongDesc,アーマー移動ペナルティ:-1％/装備品\nスタミナ回復量ペナルティ:-1.2％/装備品\nスタミナ回復ペナルティ:-2.5％
perkArmorSpecialistRank2Desc,アーマー属性ステータス効果: Tier2
perkArmorSpecialistRank2LongDesc,アーマー移動ペナルティ:-1％/装備品\nスタミナ回復量ペナルティ:-1.4％/装備品\nスタミナ回復ペナルティ:-3％
perkArmorSpecialistRank3Desc,アーマー属性ステータス効果: Tier3
perkArmorSpecialistRank3LongDesc,アーマー移動ペナルティ:-2％/装備品\nスタミナ回復量ペナルティ:-1.6％/装備品\nスタミナ回復ペナルティ:-3.5％
perkArmorSpecialistRank4Desc,アーマー属性ステータス効果: Tier4
perkArmorSpecialistRank4LongDesc,アーマー移動ペナルティ:-2％/装備品\nスタミナ回復量ペナルティ:-1.8％/装備品\nスタミナ回復ペナルティ:-4％
perkArmorSpecialistRank5Desc,アーマー属性ステータス効果: Tier5
perkArmorSpecialistRank5LongDesc,アーマー移動ペナルティ:-3％/装備品\nスタミナ回復量ペナルティ:-2％/装備品\nスタミナ回復ペナルティ:-4.5％
perkASArchery1Desc,弓属性ステータス効果:Tier1
perkASArchery2Desc,弓属性ステータス効果:Tier2
perkASArchery3Desc,弓属性ステータス効果:Tier3
perkASArchery4Desc,弓属性ステータス効果:Tier4
perkASArchery5Desc,弓属性ステータス効果:Tier5
perkASArchery1LongDesc,弓属性武器発射速度:+0.75%/Lv\nダメージ:+5%/Lv\nアーマー無効:10%
perkASArchery2LongDesc,弓属性武器発射速度:+0.75%/Lv\nダメージ:+10%/Lv\nアーマー無効:20%\n脚部攻撃による移動速度低下効果
perkASArchery3LongDesc,弓属性武器発射速度:+0.75%/Lv\nダメージ:+15%/Lv\nアーマー無効:30%\n脚部攻撃による移動速度低下効果\nスニークアタックによるノックダウン効果:20%
perkASArchery4LongDesc,弓属性武器発射速度:+0.75%/Lv\nダメージ:+20%/Lv\nアーマー無効:40%\n脚部攻撃による移動速度低下効果\nスニークアタックによるノックダウン効果:20%
perkASArchery5LongDesc,弓属性武器発射速度:+0.75%/Lv\nダメージ:+25%/Lv\nアーマー無効:40%\n脚部攻撃による移動速度低下効果\nスニークアタックによるノックダウン効果:20%
perkASArcheryDesc,対応武器/ツールを使用する度に経験値が上がり、レベル上昇毎にステータス効果を得られます。\n\n{cvar($AS_Archery_XP:0)}/{cvar($AS_Archery_LvlNextTotal:0)}=XP/nextXP
perkASArcheryName,アクションスキル
perkASAthletics1Desc,行動属性ステータス効果:Tier1
perkASAthletics2Desc,行動属性ステータス効果:Tier2
perkASAthletics3Desc,行動属性ステータス効果:Tier3
perkASAthletics4Desc,行動属性ステータス効果:Tier4
perkASAthletics5Desc,行動属性ステータス効果:Tier5
perkASAthletics1LongDesc,弓属性武器発射速度:+0.75%/Lv\nダメージ:+5%/Lv\nアーマー無効:10%
perkASAthletics2LongDesc,弓属性武器発射速度:+0.75%/Lv\nダメージ:+10%/Lv\nアーマー無効:20%\n脚部攻撃による移動速度低下効果
perkASAthletics3LongDesc,弓属性武器発射速度:+0.75%/Lv\nダメージ:+15%/Lv\nアーマー無効:30%\n脚部攻撃による移動速度低下効果\nスニークアタックによるノックダウン効果:20%
perkASAthletics4LongDesc,弓属性武器発射速度:+0.75%/Lv\nダメージ:+20%/Lv\nアーマー無効:40%\n脚部攻撃による移動速度低下効果\nスニークアタックによるノックダウン効果:20%
perkASAthletics5LongDesc,弓属性武器発射速度:+0.75%/Lv\nダメージ:+25%/Lv\nアーマー無効:40%\n脚部攻撃による移動速度低下効果\nスニークアタックによるノックダウン効果:20%
perkASAthleticsDesc,プレイヤーのアクション動作の度に経験値が上がり、レベル上昇毎にステータス効果を得られます。\n\n{cvar($AS_Athletics_XP:0)}/{cvar($AS_Athletics_LvlNextTotal:0)}=XP/nextXP
perkASAthleticsName,アクションスキル
perkASAutomaticsDesc,対応武器/ツールを使用する度に経験値が上がり、レベル上昇毎にステータス効果を得られます。\n\nXP/nextXP:{cvar($AS_Automatics_XP:0)}/{cvar($AS_Automatics_LvlNextTotal:0)}
perkASAutomaticsName,アクションスキル
perkASBladedDesc,対応武器/ツールを使用する度に経験値が上がり、レベル上昇毎にステータス効果を得られます。\n\n{cvar($AS_Bladed_XP:0)}/{cvar($AS_Bladed_LvlNextTotal:0)}=XP/nextXP
perkASBladedName,アクションスキル
perkASBlades1Desc,ブレード属性ステータス効果:Tier1
perkASBlades2Desc,ブレード属性ステータス効果:Tier2
perkASBlades3Desc,ブレード属性ステータス効果:Tier3
perkASBlades4Desc,ブレード属性ステータス効果:Tier4
perkASBlades5Desc,ブレード属性ステータス効果:Tier5
perkASBlades1LongDesc,ダメージ:+5%\n攻撃速度:+5%\nスタミナ消費量:-5%\n出血確率:+30%
perkASBlades2LongDesc,ダメージ:+10%\n攻撃速度:+10%\nスタミナ消費量:-10%\n出血確率:+40%
perkASBlades3LongDesc,ダメージ:+15%\n攻撃速度:+15%\nスタミナ消費量:-15%\n出血確率:+50%
perkASBlades4LongDesc,ダメージ:+20%\n攻撃速度:+20%\nスタミナ消費量:-20%\n出血確率:+60%
perkASBlades5LongDesc,ダメージ:+25%\n攻撃速度:+25%\nスタミナ消費量:-25%\n出血確率:+70%
perkASBlunt1Desc,こん棒属性ステータス効果:Tier1
perkASBlunt2Desc,こん棒属性ステータス効果:Tier2
perkASBlunt3Desc,こん棒属性ステータス効果:Tier3
perkASBlunt4Desc,こん棒属性ステータス効果:Tier4
perkASBlunt5Desc,こん棒属性ステータス効果:Tier5
perkASBlunt1LongDesc,ダメージ:+5%\n攻撃速度:+5%\nスタミナ消費量:-5%
perkASBlunt2LongDesc,ダメージ:+10%\n攻撃速度:+10%\nスタミナ消費量:-10%\n脚部攻撃による移動速度低下効果
perkASBlunt3LongDesc,ダメージ:+15%\n攻撃速度:+15%\nスタミナ消費量:-15%\n脚部攻撃による移動速度低下効果
perkASBlunt4LongDesc,ダメージ:+20％\n攻撃速度:20％\nスタミナ使用量:-20％\n脚部攻撃による移動速度低下効果\nノックダウン確率:+25%
perkASBlunt5LongDesc,ダメージ:+20％\n攻撃速度:20％\nスタミナ使用量:-20％\n脚部攻撃による移動速度低下効果\nノックダウン確率:+25%\nパワー攻撃キルによるスタミナボーナス
perkASBluntDesc,対応武器/ツールを使用する度に経験値が上がり、レベル上昇毎にステータス効果を得られます。\n\n{cvar($AS_Blunt_XP:0)}/{cvar($AS_Blunt_LvlNextTotal:0)}=XP/nextXP
perkASBluntName,アクションスキル
perkASConstructionDesc,対ブロックダメージ:+1%
perkASConstructionToolsDesc,対応武器/ツールを使用する度に経験値が上がり、レベル上昇毎にステータス効果を得られます。
perkASConstructionToolsName,アクションスキル
perkASMiningDesc,採掘ツール属性ステータス効果:Tier1
perkASMiningDesc2,採掘ツール属性ステータス効果:Tier2
perkASMiningDesc3,採掘ツール属性ステータス効果:Tier3
