Key,japanese
DFmarmaladeToastSchematic,レシピ「マーマレードトースト」
DFmeatBolognaise,ミートソース・スパゲッティ
DFMeatBurrito,ミート・ブリトー
DFMeatBurritoDesc,特にスパイシーではありませんが、あなたと一緒に服用するのに良いグラブの食事。\n\n和訳修正中:DFMeatBurritoDesc
DFMeatPizza,ミート・ピザ
DFMeatPizzaDesc,ピザはさまざまな種類の肉で覆われています。\n\n和訳修正中:DFMeatPizzaDesc
DFMechanic,電動車のマスター。メカニックは、他の誰よりも早く自転車とミニバイクにアクセスし、レンチでアイテムを分解することからより多くのリソースを得ることができます。非整備士は本から自転車やミニベイを作ることを学ぶことができますが、バイクや4 x 4を建てることはできません。 - シャツ、オーバーオール、ボールキャップ、着用ブーツ。\ NQuest 2：レンチ、+1サルベージオペレーションペッグ。\ NQuest 3：2応急処置包帯、+1グリースモンキーペッキ。\ NQuest 4：2ミューキー水、2チキンレーション。 \ NQUEST 5：+1ロボティクス発明者Perk。\ NQuest 6：パイプマシンガンと100弾薬最終クラスクエストの完成、メカニックゲイン+10クラフトティア、鈍い近接武器、SMG、サルベージアイテム。さらにロックを解除するためにマスタイのPerkをチェックしてください。\n\n和訳修正中:DFMechanic
DFMechanic_title,クラス:メカニック
DFMechanicAdminBook,メカニックブック(管理者用)
DFMechanicClassBook,クラス:メカニック
DFMechanicMasteryBook,メカニックブック(マスタリー)
DFmeleeKnucklesTitanium,チタンナックル
DFmeleeKnucklesTitaniumDesc,あなたの手を守って、それらのスイングにいくつかの体重を付けます。より多くのダメージを受けると、スチールのカウンターパートよりも耐久性が少なくなります。修理キットで修理してください。\n\n和訳修正中:DFmeleeKnucklesTitaniumDesc
DFmeleeSpearStone,石槍
DFmeleeSpearTitanium,チタンスピア
DFmeleeTazasSpear,タザ族の槍
DFmeleeTazasSpearDesc,もともとは伝説的なネイティブアメリカンハンターに属し、この槍は見え、かなり華やかな石の槍のように感じます。しかし、ゾンビを攻撃するときに有効になるのは何らかの種類の電力コースがあるようです。小さな石で修理。\n\n和訳修正中:DFmeleeTazasSpearDesc
DFmeleeToolAshsChainsaw,[DECEA3]Ash'sチェーンソー[-]
DFmeleeToolAshsChainsawDesc,赤ちゃん、王に雹！\n\n和訳修正中:DFmeleeToolAshsChainsawDesc
DFmeleeToolAugerTitanium,チタンオーガ
DFmeleeToolChainsawTitanium,チタンチェーンソー
DFmeleeToolCrowbar,バール
DFmeleeToolCrowbarDesc,ゾンビの頭蓋骨や扉の鍵を粉砕したりこじ開けたりすることに適した頑丈な工具。所謂バールの様な物。
DFmeleeToolFireaxeScrap,スクラップ消防斧
DFmeleeToolFireaxeTitanium,チタン消防斧
DFmeleeToolHoeScrap,スクラップ園芸クワ
DFmeleeToolMacheteScrap,スクラップマチェーテ
DFmeleeToolMacheteTitanium,チタンマチェーテ
DFmeleeToolPickaxeScrap,スクラップツルハシ
DFmeleeToolPickaxeTitanium,チタンツルハシ
DFmeleeToolShovelScrap,スクラップシャベル
DFmeleeToolShovelTitanium,チタンショベル
DFmeleeToolSteelWrench,スチールレンチ
DFmeleeToolstoneHammer,ストーンハンマー
DFmeleeWeaponLaserSword,レーザーブレードソード
DFmeleeWpnClubScrap,スクラップクラブ
DFmeleeWpnClubScrapDesc,金属の塊がそれに妨げられた鉄のビットを有する。わずかに耐久性になります。\n\n和訳修正中:DFmeleeWpnClubScrapDesc
DFmeleeWpnKnucklesScrap,スクラップアイアンナックル
DFmeleeWpnKnucklesScrapDesc,金属、ダクトテープ、希望のスクラップビットから作られたコア。レザーバージョンよりもわずかにダメージを与えます。\n\n和訳修正中:DFmeleeWpnKnucklesScrapDesc
DFmeleeWpnPlasmaAxe,プラズマアックス
DFmeleeWpnPlasmaAxeDesc,レーザー層の武器。悪魔の再生を無効にします。手足を取り除くのが素晴らしいですが、木を切るのはあまり良くありません。\ Ndisables Demonic Regeneration。\n\n和訳修正中:DFmeleeWpnPlasmaAxeDesc
DFmeleeWpnPowerHammer,パワーハンマー
DFmeleeWpnPowerHammerDesc,レーザー層の武器。悪魔の再生を無効にします。ゴルフクラブとして使用することができる可能性があります。\ Ndisables Demonic Regeneration。\n\n和訳修正中:DFmeleeWpnPowerHammerDesc
DFmeleeWpnSpearScrap,スクラップスピア
DFmeleeWpnSpearScrapDesc,荒れ地に見られる金属のランダムなビットからなる槍。石の対応物よりもわずかに耐久性がありやや大きなダメージ\n\n和訳修正中:DFmeleeWpnSpearScrapDesc
DFminibikeBook,『世紀末のための車両』
DFminibikeBookDesc,総抱擁でさえ、この本で機能的な黙示録車を一緒に投げることができます。\ Nこの本は、1冊の1冊のレベルでダムシートPERKのための車両をロック解除します。\n\n和訳修正中:DFminibikeBookDesc
DFmodDyeBlackBundle,染料箱(ブラック)
DFmodDyeBlueBundle,染料箱(ブルー)
DFmodDyeBrownBundle,染料箱(ブラウン)
DFmodDyeBundleDesc,このバンドルには、指定された染料カールと括弧内に示されている指定量が含まれています\n\n和訳修正中:DFmodDyeBundleDesc
DFmodDyeGreenBundle,染料箱(グリーン)
DFmodDyeOrangeBundle,染料箱(オレンジ)
DFmodDyePinkBundle,染料箱(ピンク)
DFmodDyePurpleBundle,染料箱(パープル)
DFmodDyeRedBundle,染料箱(レッド)
DFmodDyeWhiteBundle,染料箱(ホワイト)
DFmodDyeYellowBundle,染料箱(イエロー)
DFMotorbike,バイク
DFMotorbikeDmg,バイク(破壊)
DFMythShades,[DECEA3]Mythixdino'sシェイド[-]
DFMythShadesDesc,より良い戦利品やより多くのクエスト報酬の可能性を高めるスーパーレアシェード。\n\n和訳修正中:DFMythShadesDesc
DFnailBomb,くぎ爆弾
DFnailBombDesc,10ブロック半径内で出血を引き起こす家庭用爆発物\n\n和訳修正中:DFnailBombDesc
DFNightStalker,ナイトストーカー
DFNightStalkerBoss,ナイトストーカー(ボス)
DFnpcDoctorAnna,ドクター・アンナ
DFnpcFemaleGuard1,トレーダーガード
DFnpcFemaleGuard2,トレーダーガード
DFnpcFemaleGuard3,トレーダーガード
DFnpcFemaleGuard4,トレーダーガード
DFnpcFemaleGuard5,トレーダーガード
DFnpcGuardCaptain,ホワイトリバー・スカウト
DFnpcMaleGuard1,トレーダーガード
DFnpcMaleGuard2,トレーダーガード
DFnpcMaleGuard3,トレーダーガード
DFnpcMaleGuard4,トレーダーガード
DFnpcMaleGuard5,トレーダーガード
DFnpcRazor,カミソリ
DFnpcTraderCaitlin,トレーダー・ケイトリン
DFoilPump,オイルポンプ
DFOrange,オレンジ
DForangeJuice,オレンジジュース
DForangeJuiceSchematic,レシピ「オレンジジュース」
DForangeMarmalade,オレンジマーマレード
DForangeMarmaladeSchematic,レシピ「オレンジマーマレード」
DForangeTea,オレンジティー
DForangeTeaSchematic,レシピ「オレンジティー」
DFP225book,設計図「P225」
DFP225bookDesc,この本を読むこの商品を作るために必要なPERKのロックを解除します。\ Nこの本はP225作成Perkをロック解除します。\n\n和訳修正中:DFP225bookDesc
DFP225Frame,P225:レシーバー
DFP225FrameDesc,ピストルの一部。 Pistol Bookを読むと、完全なピストルを作成するために他の部分と組み立てます。\n\n和訳修正中:DFP225FrameDesc
DFP225Schematic,設計図「P225」
DFparamadicKit,救急隊員用キット
DFparamedicKitBundle,救急隊員用キット・セット
DFpasta,パスタ
DFPearSmoothie,洋梨スムージー
DFPearSmoothieDesc,果実の良さだが液体の形で。\n\n和訳修正中:DFPearSmoothieDesc
DFPearToast,洋梨トースト
DFPearToastDesc,おそらくアボカドのトーストのための良い交換ではありませんが、少なくともそれはあなたを満たしています。\n\n和訳修正中:DFPearToastDesc
DFPhillyCheesesteak,フィリーチーズステーキ
DFPhillyCheesesteakDesc,肉と安っぽい善人はパンの間に滑り、きのこをトッピングしました。\n\n和訳修正中:DFPhillyCheesesteakDesc
DFpistolBarrel,ピストル:バレル
DFPistolBook,『ピストルブック』
DFPistolBookDesc,この本を読むこの商品を作るのに必要なPERKのロックを解除します。\ Nこの本はピストル作成Perkをロック解除します。\n\n和訳修正中:DFPistolBookDesc
DFpistolComponentsDesc,拳銃に使用される部品。適切な本を読んでいるときに完全な拳銃を作成するために他の部分と組み立てます。\n\n和訳修正中:DFpistolComponentsDesc
DFpistolFrame,ピストル:レシーバー
DFpistolFrameDesc,ピストルの一部。 Pistol Bookを読むと、完全なピストルを作成するために他の部分と組み立てます。\n\n和訳修正中:DFpistolFrameDesc
DFpistolGrip,ピストル:グリップ
DFpistolParts,ピストル:パーツ
DFplayerCabinetBlockVariantHelper,キャビネット(施錠可・変形)
DFplayerCabinetCornerInecure,キャビネット(アンロック)
DFplayerCabinetCornerSecure,キャビネット(施錠可)
DFplayerCabinetInsecure,キャビネット(アンロック)
DFplayerCabinetOldBottomInsecure,キャビネット(アンロック)
DFplayerCabinetOldBottomSecure,キャビネット(施錠可)
DFplayerCabinetOldCornerInsecure,キャビネット(アンロック)
DFplayerCabinetOldCornerSecure,キャビネット(施錠可)
DFplayerCabinetOldTopInsecure,キャビネット(アンロック)
DFplayerCabinetOldTopSecure,キャビネット(施錠可)
DFplayerCabinetSecure,キャビネット(施錠可)
DFplayerCabinetTopInsecure,キャビネット(アンロック)
DFplayerCabinetTopSecure,キャビネット(施錠可)
DFplayerFridgeRetro,レトロ冷蔵庫(施錠可)
DFplayerFridgeRetroBlockVariantHelper,冷蔵庫(施錠可・変形)
DFplayerFridgeRetroInsecure,レトロ冷蔵庫(アンロック)
DFplayerFridgeSteel,スチール冷蔵庫(施錠可)
DFplayerFridgeSteelInsecure,スチール冷蔵庫(アンロック)
DFplayerGunSafe,ガンロッカー(施錠可)
DFplayerGunSafeInsecure,ガンロッカー(アンロック)
DFplayerMunitionsBox,軍需ボックス(施錠可)
DFplayerMunitionsBoxInescure,軍需ボックス(アンロック)
DFplutonium,プルトニウム
DFPorkPie,ポークパイ
DFPorkPieDesc,働く人のための伝統的な昼食時間の食事。しばしばクリスプやサラダを添えて役立ちました。\n\n和訳修正中:DFPorkPieDesc
DFPortalPowerSource,ポータル電源
DFPortalPowerSourceDesc,Kindaはキーカードの1つのように見えますが、あなたはその中に貯蔵された電力を感じることができます。何かを開くのに役立つかもしれませんか？\n\n和訳修正中:DFPortalPowerSourceDesc
DFpulseGrenade,パルスグレネード
DFpulseGrenadeDesc,標準の手榴弾よりも有機物に損傷を与えます。構造物への損傷はほとんどありません。\n\n和訳修正中:DFpulseGrenadeDesc
DFquickerCraftingBook,『師匠の秘伝』
DFquickerCraftingBookDesc,クラフト中に時間を節約する方法を教えてください。 1台までに早いクラフトPERKを増やします。\n\n和訳修正中:DFquickerCraftingBookDesc
DFquill,羽根ペン
DFradio,ラジオ
DFRainCatcher,レインキャッチャー
DFRainCatcher2,レインキャッチャー
DFRainCatcherDesc,地面に置いて待ってください。近くにウォーターブロックを出現します。農場に役立ちます。\n\n和訳修正中:DFRainCatcherDesc
DFrawUranium,生ウラン
DFreloadingWeekly,『週刊リロード』
DFreloadingWeeklyDesc,この本を読むこの商品を作るために必要なPERKのロックを解除します。\ Nこの本は、毎週の毎週のPerkを1週間あたり1レベルでローン解除します。\n\n和訳修正中:DFreloadingWeeklyDesc
DFresearchNotes,リサーチノート
DFresourceAnimalPoisonExtract,動物毒
DFresourceAnimalPoisonExtractDesc,野生動物の死体から抽出された。 antivenomをクラフトするために使用されます。\n\n和訳修正中:DFresourceAnimalPoisonExtractDesc
DFresourceAPTip,徹甲弾チップ
DFresourceArrowHeadScrapIron,矢尻:スクラップアイアン
DFresourceArrowHeadScrapIronDesc,荒野に見られる鉄のランダムビットから作られた矢じり。スクラップアイアン矢印を作るために使用されます。\n\n和訳修正中:DFresourceArrowHeadScrapIronDesc
DFresourceArrowHeadTitanium,矢尻:チタン
DFresourceDemonicEssence,悪魔エッセンス
DFresourceDemonicEssenceDesc,あなたはおそらくあなたの手でこれに触れたくないです。正しく使用されたときに強化利益を提供することがあります。\n\n和訳修正中:DFresourceDemonicEssenceDesc
DFresourceEnergyCell,エネルギーセル
DFresourceHazmatFiber,危険物繊維
DFresourceHazmatFiberDesc,ハズマットのスーツの部分。\n\n和訳修正中:DFresourceHazmatFiberDesc
DFresourceHollowPointTip,HPチップ
DFresourceNanites,ナノマシン
DFresourceNanitesDesc,多様な分野で活用が期待されていたミクロのロボット、通称ナノマシン。身体能力を向上させることができるが悪魔の力と相反する。
DFRice,米
DFRiceDesc,世界の一部の地質の食事。調理に使用されます。\n\n和訳修正中:DFRiceDesc
DFRicePlantPlayer,米:収穫可
DFRicePlantWild,米
DFRicePlantYoung,米:成長中
DFRicePudding,ライスプディング
DFRicePuddingDesc,砂糖と暖かい、良い感情であなたを満たすデザートを作りやすい。\n\n和訳修正中:DFRicePuddingDesc
DFRicePuddingSchematic,レシピ「ライスプディング」
DFrifleBarrel,汎用ライフル:バレル
DFrifleComponentsDesc,ライフルに使用される部分。適切な本を読むと、他の部分と組み立てて完全なライフルを作成します。\n\n和訳修正中:DFrifleComponentsDesc
DFrifleParts,汎用ライフル:パーツ
DFrifleStock,汎用ライフル:ストック
DFroastDinner,サンデーロースト
DFScavengerMasteryBook,スカベンジャーブック(マスタリー)
DFScientist,より自宅では、荒野よりラボでは、科学者はさまざまな化学物質や癒しの商品を作ることができます。非科学者はまだ無菌の包帯や副木のように、より基本的な癒しのアイテムを作ることができます。ズボン、スーツシューズ。\ NQUEST 2：+1医師Perk。\ NQUEST 3：1濁った水、2チキン給賞、+1 yeah Science Perk。\ NQuest 4：スクラップマチェーテの商品。 NQUEST 6：クローバー。\ N \ Nupon最終クラスのクエストの完成、科学者は+10の作成階層を獲得し、武器とフラメトローワーを獲得しました。さらにロックを解除するためにマスタイのPerkをチェックしてください。\n\n和訳修正中:DFScientist
DFScientist_title,クラス:サイエンティスト(科学者)
DFScientistAdminBook,サイエンティスト(科学者)ブック(管理者用)
DFScientistClassBook,クラス:サイエンティスト(科学者)
DFScientistMasteryBook,サイエンティスト(科学者)ブック(マスタリー)
DFScifiAIOT,レーザーマルチツール
DFScoutDamaged,ミリタリースカウト(損傷)
DFScoutLocked,ミリタリースカウト
DFScoutUnlocked,ミリタリースカウト
DFScrapArmorBook,設計図「スクラップアーマー」
DFscrapSkill,スキルノート(バンドル)
DFscrapTitanium,チタン
DFSecurity,セキュリティクラスのメンバーは、痛みを伴う吹きや装甲を使って肩をすくめて熟知しています。彼らの鎧のほとんどは、セキュリティ以外の専門家によって作ることができますが、彼らは自動武器を作るのが非常に良いです。シャツ、BDUパンツ、着用ブーツ、ボールキャップ。\ NQUEST 2：1ムールワイヤー、2枚の援助包帯、+1鎮痛剤PERK。\ NQUEST 3：パイプピストル、100弾+ 1つの吹き出しのぼやけ。\ NQUEST 5：+1疼痛耐性Perk。\ NQUEST 6：2のマフルコネクタモッズ、2改良された継手の改良、2つの装甲めっきモッズ、および+1スキルポイント。セキュリティスペシャリストは自動武器、チタン装甲、軍の鎧にティアを帯びたティアを獲得しました。さらにロックを解除するためにマスタイのPerkをチェックしてください。\n\n和訳修正中:DFSecurity
DFSecurity_title,クラス:セキュリティ
DFSecurityAdminBook,セキュリティブック(管理者用)
DFSecurityClassBook,クラス:セキュリティ
DFSecuritytMasteryBook,セキュリティブック(マスタリー)
DFseedApple,りんご:種
DFseedBanana,バナナ:種
DFseedBananaSchematic,レシピ「バナナツリー」
DFseedCannabis,大麻:種
DFseedCannabisSchematic,レシピ「大麻栽培」
DFseedCarrot,ニンジン:種
DFseedCarrotSchematic,レシピ「ニンジン」
DFseedCarrotUnderground,ニンジン:種
DFseedCoconut,ココナッツ:種
DFseedCoconutSchematic,レシピ「ココナッツ」
DFseedOrange,オレンジ:種
DFseedOrangeSchematic,レシピ「オレンジツリー」
DFseedRice,米:種
DFseedRiceDesc,米の種。水をやめて気にした場合は水稲に成長します。\n\n和訳修正中:DFseedRiceDesc
DFseedRiceSchematic,レシピ「稲作」
DFseedTomato,トマト:種
DFseedTomatoSchematic,レシピ「トマト」
DFseedTomatoUnderground,トマト:種
DFseedWheat,小麦:種
DFseedWheatSchematic,レシピ「小麦」
DFseedWheatUnderground,小麦:種
DFsharpRock,とがった岩角
DFshotgunBarrel,ショットガン:ロングバレル
DFShotgunBook,設計図「ショットガン」
DFShotgunBookDesc,この本を読むこの商品を作るのに必要なPERKのロックを解除します。\ Nこの本はポンプショットガン作成Perkをロック解除します。\n\n和訳修正中:DFShotgunBookDesc
DFshotgunComponentsDesc,散弾銃のための部品。適切な回路図を読み取ったら、完全なショットガンを作成するために他の部分と組み立てます。\n\n和訳修正中:DFshotgunComponentsDesc
DFshotgunParts,ショットガン:パーツ
DFshotgunReceiver,ショットガン:レシーバー
DFShotgunReceiverDesc,長距離ショットガンの一部。 Shotgunの回路図を読んだら、他の部分と組み立てて、完全な散弾銃を作成します。\n\n和訳修正中:DFShotgunReceiverDesc
DFshotgunStock,ショットガン:ストック
DFshotgunTurretMk2,ショットガンタレットMk2
DFshotgunTurretMk2Desc,これを除いて、モーションセンシングショットガンタレットは最大損傷のためにスラグを取ります。\n\n和訳修正中:DFshotgunTurretMk2Desc
DFSignalFlare,信号フレア
DFSignalFlareDesc,Supply Dropのコールがやや近くに降下しますが、ゾンビでも呼びます。\n\n和訳修正中:DFSignalFlareDesc
DFskillArcheryBook,『アーチェリー・ノート』
DFskillArmorBook,『防具・ノート』
DFskillAthleticsBook,『・ノート』
DFskillAutomaticsBook,『自動兵器・ノート』
DFskillBladesBook,『ブレード武器・ノート』
DFskillBluntBook,『鈍器・ノート』
DFskillConstructionBook,『建築ツール・ノート』
DFskillGenericBook,『一般スキル・ノート』
DFskillMiningBook,『採掘・ノート』
DFskillPistolBook,『ピストル・ノート』
DFskillRiflesBook,『ライフル・ノート』
DFskillScavengingBook,『スカベンジング・ノート』
DFskillShotgunBook,『ショットガン・ノート』
DFSMGBook,設計図「SMG」
DFSniperRifleBook,設計図「スナイパーライフル」
DFsniperRifleReceiver,スナイパーライフル:レシーバー
DFsniperRifleReceiverDesc,このスキマティックを読んで、精密ライフルの組み立て、修理、補強の方法を学んでください。ホットバーから読む必要があります
DFSpawnBoarBaseFemale,子イノシシ(メス)
DFSpawnBoarBaseMale,子イノシシ(オス)
DFSpawnCowBaseFemale,子牛(メス)
DFSpawnCowBaseMale,子牛(オス)
DFSpawnGoatBaseFemale,子ヤギ(メス)
DFSpawnGoatBaseMale,子ヤギ(オス)
DFSpawnScarecrowBase,かかし
DFSpawnScarecrowBaseDesc,ゾンビに気をそらすために使用され、作物の成長を促進するために使用することができる単純なかかしは。\ n \ Nこのブロックはチャンクローダーとして機能するエンティティを生成します。これは遅れを増す可能性があります。\n\n和訳修正中:DFSpawnScarecrowBaseDesc
DFSpawnScarecrowTrigger,かかし(スポーンブロック)
DFSpawnSheepBaseFemale,子ヒツジ(メス)
DFSpawnSheepBaseMale,子ヒツジ(オス)
DFSpawnWolfBaseFemale,子オオカミ(メス)
DFSpawnWolfBaseMale,子オオカミ(オス)
DFsteakSandwich,ステーキ・サンドウィッチ
DFsterileBandage,滅菌包帯
DFsterileBandageBundle,滅菌包帯箱
DFstick,棒
DFstickyApple,粘着性アップル
DFSupplyCrateDead,サプライクレート
DFSupplyCrateDeadLoot,サプライクレート
DFSurvivalist,サババリストは無料で大量の特典を得ませんが、彼らは他の誰よりも早くスクラップからツールを作る方法を学びます。時計も非常に便利です。\ n \ Nclass Quest Rewards \ Nrewardsがリストされているクエスト番号が終了したときに獲得されます。\ n \ NQuest 1：Tシャツ、BDUパンツ、カウボーイブーツ、カウボーイハット。\ NQuest 2 ：2つの濁った水、2つの牛の給料、10の生の肉、+3レザーアーマーパーク。\ NQUEST 3：2応急処置包帯、2つの鎮痛剤、+1スキルポイント。\ NQuest 4：No Reward。 PoickeとShovelレシピ。\ NQuest 6：レシピを監視します。最後のクラスのクエストの完成、サババリストは+1クラフトティアを+1布、革、スクラップ、鉄、スチールアーマーにティアします。さらにロックを解除するためにマスタイのPerkをチェックしてください。\n\n和訳修正中:DFSurvivalist
DFSurvivalist_title,クラス:サバイバル
DFSurvivalistAdminBook,サバイバルブック(管理者用)
DFSurvivalistClassBook,クラス:サバイバル
DFSurvivalistMasteryBook,サバイバルブック(マスタリー)
DFtechHealing,加速ヒーリング・ショット
DFtechHealingDesc,健康再生を許可するためのハイレベルショット。\n\n和訳修正中:DFtechHealingDesc
DFtechOxygen,トランスヒューマン・ショット
DFtechOxygenDesc,高水準ショットそれは...本当にあなたをめちゃくちゃにします...良い方法で。\n\n和訳修正中:DFtechOxygenDesc
DFtechPhysical,フィジカル・コンディショニング・ショット
DFtechPhysicalDesc,あなたの健康を高めるための高水準ショット。\n\n和訳修正中:DFtechPhysicalDesc
DFtitaniumArch,チタンブロック(アーチ2m)
DFtitaniumArrowSlitHalf,チタンブロック(アロースリット)
DFtitaniumBars,チタンブロック(バー)
DFtitaniumBarsCentered,チタンブロック(バーセンタリング)
DFtitaniumBladeTrap,チタンブロック(ブレードトラップ)
DFtitaniumBladeTrapDesc,通常のブレードトラップのように機能しますが、チタン製です。二重耐久性対通常のブレードトラップ。\n\n和訳修正中:DFtitaniumBladeTrapDesc
DFtitaniumBlock,チタンブロック
DFtitaniumBlockVariantHelper,チタンブロック(変形)
DFtitaniumClawHammer,チタンクローハンマー
DFtitaniumCNRFull,チタンブロック(フルコーナー)
DFtitaniumCNRInside,チタンブロック(インサイドコーナー)
DFtitaniumCNRRamp,チタンブロック(ランプコーナー)
DFtitaniumCNRRampFiller,チタンブロック(ランプコーナーフィラー)
DFtitaniumCNRRound,チタンブロック(コーナーラウンド)
DFtitaniumCNRRoundTop,チタンブロック(コーナーラウンドトップ)
DFtitaniumCTREighth,チタンブロック(カウンター)
DFtitaniumCTRPlate,チタンブロック(プレートセンター)
DFtitaniumCTRpole,チタンブロック(ポールセンター)
DFtitaniumEighth,チタンブロック(1/8ブロック)
DFtitaniumFragment,チタンかけら
DFtitaniumGableInvertedHalf,チタンブロック(ゲーブル反転ハーフ)
DFtitaniumGableInvertedQuarter,チタンブロック(ゲーブルインバーテッドクォーター)
DFtitaniumGableInvertedSteep,チタンブロック(ゲーブル・インバーテッド・スティープ)
DFtitaniumGableQuarter,チタンブロック(ゲーブルクォーター)
DFtitaniumHalf,チタンブロック(1/2ブロック)
DFtitaniumHuntingKnife,チタンハンティングナイフ
DFtitaniumPillar100,チタンブロック(ピラー100)
DFtitaniumPillar100Cap,チタンブロック(ピラー100キャップ)
DFtitaniumPillar50,チタンブロック(ピラー50)
DFtitaniumPlate,チタンブロック(プレート)
DFtitaniumPlateOffset,チタンブロック(プレートオフセット)
DFtitaniumPole,チタンブロック(ポール)
DFtitaniumPyramid,チタンブロック(ピラミッド)
DFtitaniumQuarter,チタンブロック(1/4ブロック)
DFtitaniumQuarterCNR,チタンブロック(1/4コーナー)
DFtitaniumQuarterCNR3Way,チタンブロック(1/4角3WAY.)
DFtitaniumQuarterSCtr,チタンブロック(1/4SCTR.)
DFtitaniumQuarterTeeSCtr,チタンブロック(1/4TSCTR.)
DFtitaniumRamp,チタンブロック(ランプ)
DFtitaniumSledgehammer,チタンスレッジハンマー
DFtitaniumStairs25,チタンブロック(階段)
DFtitaniumStairs25CornerCNR,チタンブロック(階段コーナー)
DFtitaniumStairsFilledRailingLeft,チタンブロック(階段手すり左)
DFtitaniumStairsFilledRailingRight,チタンブロック(階段手すり右)
DFtitaniumSupport,チタンブロック(サポート)
DFtitaniumWedge,チタンブロック(ウェッジ)
DFtitaniumWedgeCNRInsideBottom,チタンブロック(ウェッジインサイドコーナーボトム)
DFtitaniumWedgeCNRInsideSteepBase,チタンブロック(ウェッジスティープインサイドコーナーベース)
DFtitaniumWedgeCNRInsideSteepTop,チタンブロック(ウェッジスティープインサイドコーナートップ)
DFtitaniumWedgeCNRInsideTop,チタンブロック(ウェッジインサイドコーナートップ)
DFtitaniumWedgeCNRSteepBase,チタンブロック(ウェッジスティープコーナーベース)
DFtitaniumWedgeCNRSteepTop,チタンブロック(ウェッジスティープコーナートップ)
DFtitaniumWedgeIncline,チタンブロック(ウェッジインクライン)
DFtitaniumWedgeStairs,チタンブロック(ウェッジ階段)
DFtitaniumWedgeTip,チタンブロック(ウェッジ先端部)
DFtitaniumWedgeTipCNRFullBottom,チタンブロック(ウェッジフルコーナーボトム)
DFtitaniumWedgeTipCNRFullTop,チタンブロック(ウェッジフルコーナートップ)
DFtitaniumWedgeTipStairs,チタンブロック(ウェッジチップステア)
DFTomato,トマト
DFtomatoJuice,トマトジュース
DFtomatoJuiceSchematic,レシピ「トマトジュース」
DFtomatoPlantPlayer,トマト:収穫可
DFtomatoPlantPlayerDesc,トマト（成長）\n\n和訳修正中:DFtomatoPlantPlayerDesc
DFtomatoPlantUndergroundPlayer,トマト:収穫可
DFtomatoYoung,トマト:成長中
DFtomatoYoungUnderground,トマト:成長中
DFtoolCalipers,キャリパー
DFtoolsewingKit,ソーイングセット
DFToolsoftheTrade,商売道具
DFToolsoftheTradeDesc,この本を読むこの商品を作るために必要なPERKのロックを解除します。\ Nthis BookワークベンチツールPerkをロック解除します。\n\n和訳修正中:DFToolsoftheTradeDesc
DFtooltanningRack,日焼けラック
DFtoolweldingTorch,溶接トーチ
DFtorchSurvival,サバイバリストのトーチ
DFTraderSkillSystem,トレーダーには互いに独立している派閥システムがあります。つまり、1人のトレーダーで稼ぐ任意の派閥は他のトレーダーに持ち越されません。\ n \ Nso JoelでT3クエストがロック解除されてRektを見つけても、RektでT1クエストしかありません。\ N \ Nbut The Trader派閥はそれ以上のものです。より高い派閥で、トレーダーはデュークのためのスキルを教えるでしょう。これはあなたのツールの作成やあなたに実際のレシピを教えるのと同じくらい簡単なものです。トレーダーはまた、非常に高い価格でクラスの習熟を教えることができます。\ N \ nスキルを学ぶためのオプションは見られません、あなたの派閥は十分に高くないか、あなたの人に十分な硬貨を持っていません。\n\n和訳修正中:DFTraderSkillSystem
DFTraderSkillSystem_title,トレーダー派閥
DFTruckDamaged,軍用トラック(破壊)
DFTruckLocked,軍用トラック
DFTruckUnlocked,軍用トラック
DFtunaSandwich,フィッシュサンドイッチ
DFturd,人糞
DFturdDesc,嫌な虐待。クリーンエンドでピックアップしてください。それはあなたの友人に投げられたり、ゾンビをそらすことができます。\n\n和訳修正中:DFturdDesc
DFV8Engine,V8エンジン
DFVegetableOil,植物油
DFVegetableOilDesc,誰が揚げ物を愛していませんか？調理に使用されます。\n\n和訳修正中:DFVegetableOilDesc
DFvegetableSoup,野菜スープ
DFvegetableSoupSchematic,レシピ「野菜スープ」
DFveggieBolognaise,ボロニェーゼ
DFVehicleModArmor,車両MOD:アーマーメッキ
DFVehicleModArmorDesc,プレーヤーに渡されたダメージを50％減らす\n\n和訳修正中:DFVehicleModArmorDesc
DFVehicleModEco,車両MOD:エンジンエコノミー
DFVehicleModEcoDesc,燃料使用量を50％削減\n\n和訳修正中:DFVehicleModEcoDesc
DFVehicleModFuelStorage,車両MOD:燃料タンク
DFVehicleModFuelStorageDesc,車両の燃料容量を50％増やす\n\n和訳修正中:DFVehicleModFuelStorageDesc
DFVehicleModHeadlights,車両MOD:キセノンヘッドライト
DFVehicleModHeadlightsDesc,ヘッドライトの明るさを200％増加させる\n\n和訳修正中:DFVehicleModHeadlightsDesc
DFVehicleModSpikes,車両MOD:スパイク
DFVehicleModSpikesDesc,ダメージを増加させるダメージを200％増加させる\n\n和訳修正中:DFVehicleModSpikesDesc
DFVehicleModStorage,車両MOD:拡張ストレージ
DFVehicleModStorageDesc,リスト内の次の車両への車両の保管容量を増やします（約10スロット）。\n\n和訳修正中:DFVehicleModStorageDesc
DFVehicleModTurbo,車両MOD:エンジンターボ
DFVehicleModTurboDesc,最小速度と最大速度を200％増加させる\n\n和訳修正中:DFVehicleModTurboDesc
DFVehicleWorkstation,メカニックワークステーション
